cycle,basename,failure_type,gemini_name,gemini_const,gemini_party,manifest_name,manifest_const,manifest_party,manifest_aff_id,ocr_char_count,ocr_sample
uttarpradesh-2022,DR_SANJAY_SINH__11066.pdf,both_empty,,,,DR.SANJAY SINH,Amethi,Bharatiya Janata Party,11066,0,            
uttarpradesh-2022,DR__ANCHAL__4545.pdf,both_empty,,,,DR. ANCHAL,Mohan,Samajwadi Party,4545,13459,                                                                                                B                                                                                                                                                                                                           
uttarpradesh-2022,DR__JAMUNA_PRASAD_SAROJ__10489.pdf,both_empty,,,,DR. JAMUNA PRASAD SAROJ,Soraon,Apna Dal (Soneylal),10489,0,                   
uttarpradesh-2022,DR__JITENDRA_SINGH_YADAV__3064.pdf,empty_const,Akhalesh Kumar Rajput,,,DR. JITENDRA SINGH YADAV,Amritpur,Samajwadi Party,3064,6522,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,DR__LALIT_PRATAP_BAGHEL__5705.pdf,both_empty,,,,DR. LALIT PRATAP BAGHEL,Sikandra Rao,Samajwadi Party,5705,0,             
uttarpradesh-2022,DR__MANOJ_KUMAR_PRAJAPATI__7821.pdf,both_empty,,,,DR. MANOJ KUMAR PRAJAPATI,Hamirpur,Bharatiya Janata Party,7821,0,             
uttarpradesh-2022,DR__PALLAVI_PATEL__10881.pdf,both_empty,,,,DR. PALLAVI PATEL,Sirathu,Samajwadi Party,10881,0,           
uttarpradesh-2022,DR__PRIYA_RANJAN_ASHU_DIWAKAR__5632.pdf,both_empty,,,,DR. PRIYA RANJAN ASHU DIWAKAR,Kishni,Bharatiya Janata Party,5632,0,              
uttarpradesh-2022,DR__RAM_PRAKASH_KUSHWAHA__4856.pdf,both_empty,,,,DR. RAM PRAKASH KUSHWAHA,Akbarpur - Raniya,Samajwadi Party,4856,0,                         
uttarpradesh-2022,DR__SANJAY_KUMAR__11310.pdf,both_empty,,,,DR. SANJAY KUMAR,Bansgaon,Samajwadi Party,11310,0,                         
uttarpradesh-2022,DR__SIDDHARTH_SHANKER_DOHRE__6876.pdf,both_empty,,,,DR. SIDDHARTH SHANKER DOHRE,Bharthana,Bharatiya Janata Party,6876,0,              
uttarpradesh-2022,DR__SURABHI__5004.pdf,both_empty,,,,DR. SURABHI,Kaimganj,Apna Dal (Soneylal),5004,4084,                                                                                                                                                                   RGIRRIRRRP                                                                                                                               
uttarpradesh-2022,DR__VINOD_KUMAR_BIND__13549.pdf,both_empty,,,,DR. VINOD KUMAR BIND,Majhawan,Nirbal Indian Shoshit Hamara Aam Dal,13549,2981,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,ENG__BRAJESH_KATHERIYA__5299.pdf,both_empty,,,,ENG. BRAJESH KATHERIYA,Kishni,Samajwadi Party,5299,0,             
uttarpradesh-2022,FAREED_MAHFOOZ_KIDWAI__9397.pdf,both_empty,,,,FAREED MAHFOOZ KIDWAI,Ram Nagar,Samajwadi Party,9397,0,                          
uttarpradesh-2022,FATEH_BAHADUR_SINGH_GILL__3440.pdf,both_empty,,,,FATEH BAHADUR SINGH GILL,Maharajpur,Samajwadi Party,3440,0,                     
uttarpradesh-2022,FATEH_BAHADUR__9174.pdf,empty_const,FATEH BAHADUR,,,FATEH BAHADUR,Caimpiyarganj,Bharatiya Janata Party,9174,6824,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,FIROZ_KHAN_URF_GABBAR__11130.pdf,empty_const,Haji Firoz Khan Gabbar,,,FIROZ KHAN URF GABBAR,Bikapur,Samajwadi Party,11130,4546,                                                                                                                                                                                                                       14                                                               eth  Skamp Afued Ra 
uttarpradesh-2022,GAURAV_KUMAR__9229.pdf,both_empty,,,,GAURAV KUMAR,Zaidpur,Samajwadi Party,9229,0,                         
uttarpradesh-2022,GAURAV_VERMA__9071.pdf,both_empty,,,,GAURAV VERMA,Kaiserganj,Bharatiya Janata Party,9071,0,              
uttarpradesh-2022,GAURI_SHANKAR__4787.pdf,both_empty,,,,GAURI SHANKAR,Orai,Bharatiya Janata Party,4787,0,                           
uttarpradesh-2022,GEETA_SHASTRI__PASI__8567.pdf,both_empty,,,,GEETA SHASTRI (PASI),Soraon,Samajwadi Party,8567,0,               
uttarpradesh-2022,GHULAM_MOHAMMAD__827.pdf,empty_const,Ghulam Shadak,,,GHULAM MOHAMMAD,Siwalkhas,Rashtriya Lok Dal,827,387,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,GIRISH_CHANDRA__9682.pdf,both_empty,,,,GIRISH CHANDRA,Babaganj,Samajwadi Party,9682,0,                    
uttarpradesh-2022,GULSHAN_YADAV__9289.pdf,both_empty,,,,GULSHAN YADAV,Kunda,Samajwadi Party,9289,0,                         
uttarpradesh-2022,GURU_PRASAD_MAURYA__9811.pdf,empty_const,GURU PRASAD MAURYA,,,GURU PRASAD MAURYA,Phaphamau,Bharatiya Janata Party,9811,3683,                                                                                                                                                                                                           t Cie-P4 217404                                                                                  
uttarpradesh-2022,HAKIM_LAL_BIND__9421.pdf,both_empty,,,,HAKIM LAL BIND,Handia,Samajwadi Party,9421,0,                                       
uttarpradesh-2022,HANSU_RAM__11593.pdf,both_empty,,,,HANSU RAM,Belthara Road,Suheldev Bharatiya Samaj Party,11593,0,            
uttarpradesh-2022,HARIOM_YADAV__4911.pdf,both_empty,,,,HARIOM YADAV,Sirsaganj,Bharatiya Janata Party,4911,0,                   
uttarpradesh-2022,HARIOM__3794.pdf,both_empty,,,,HARIOM,Amanpur,Bharatiya Janata Party,3794,0,          
uttarpradesh-2022,HARISH_CHANDRA__1628.pdf,both_empty,,,,HARISH CHANDRA,Bilsi,Bharatiya Janata Party,1628,0,
uttarpradesh-2022,HARI_PRAKASH_VERMA__2344.pdf,empty_const,RAJ KUMAR VERMA,,,HARI PRAKASH VERMA,Jalalabad,Bharatiya Janata Party,2344,6064,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,HARSHVARDHAN_BAJPAI__10355.pdf,both_empty,,,,HARSHVARDHAN BAJPAI,Allahabad North,Bharatiya Janata Party,10355,0,              
uttarpradesh-2022,INDRAJEET_SAROJ__8727.pdf,both_empty,,,,INDRAJEET SAROJ,Manjhanpur,Samajwadi Party,8727,0,           
uttarpradesh-2022,INDRANI_DEVI__9176.pdf,both_empty,,,,INDRANI DEVI,Bhinga,Samajwadi Party,9176,0,          
uttarpradesh-2022,IQBAL_MEHMOOD__1454.pdf,raw,,,,IQBAL MEHMOOD,Sambhal,Samajwadi Party,1454,17843,3.3. प्ररूप 26 (नियम 4क देखिए) समाल ...निर्वाचन क्षेत्र से (निर्वाचन क्षेत्र का नाम ) उत्तर प्रदेश विधान सभा (सदन का नाम) के लिए निर्वाचन के लिए रिटर्निंग आफिसर के समक्ष अभ्यर्थी द्वारा प्रस्तुत किया जाने वाला शपथपत्र | माहल्ला भाग—अ ** पुत्र/पुत्र/ पत्नी इकबाल महमूद महमूद हसन मियाँ सराय ..आयु. 69. 
uttarpradesh-2022,JAGDISH_PRASAD__10564.pdf,both_empty,,,,JAGDISH PRASAD,Salon,Samajwadi Party,10564,0,             
uttarpradesh-2022,JAGPAL_SINGH__1511.pdf,both_empty,,,,JAGPAL SINGH,Saharanpur,Bharatiya Janata Party,1511,0,
uttarpradesh-2022,JAI_PRAKASH_NISHAD__9242.pdf,both_empty,,,,JAI PRAKASH NISHAD,Rudrapur,Bharatiya Janata Party,9242,8241,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,JAWAHAR_LAL_RAJPUT__2144.pdf,both_empty,,,,JAWAHAR LAL RAJPUT,Garautha,Bharatiya Janata Party,2144,0,          
uttarpradesh-2022,JAY_MANGAL__11525.pdf,both_empty,,,,JAY MANGAL,Maharajganj,Bharatiya Janata Party,11525,0,
uttarpradesh-2022,JITENDRA_KUMAR_DOHARE__4657.pdf,both_empty,,,,JITENDRA KUMAR DOHARE,Auraiya,Samajwadi Party,4657,0,           
uttarpradesh-2022,JUGENDRA_SINGH_YADAV__2125.pdf,both_empty,,,,JUGENDRA SINGH YADAV,Etah,Samajwadi Party,2125,0,                  
uttarpradesh-2022,KAJAL_NISHAD__11155.pdf,empty_const,KAJAL NISHAD,,,KAJAL NISHAD,Caimpiyarganj,Samajwadi Party,11155,7475,                                                                                                                                              ACC Nai..i1nk Yadav                                                                                                                                           
uttarpradesh-2022,KALICHARAN__13150.pdf,empty_name,,377 जहूराबाद विधानसभा उत्तर प्रदेश,भारतीय जनता पार्टी,KALICHARAN,Zahoorabad,Bharatiya Janata Party,13150,20224,"भारतीय गैर न्यायिक दस • रुपये भारत TEN RUPEES IZOZ 330 8 रु.10 (सत्यमेव जयते) INDIA RAI VIONI Disclazipur (U.P.) Ex. on dt-21-07-2023 NOTARIAL NOTARIAL INDIA NON JUDICIAL AYA - उत्तर प्रदेश....ITTAR PRADESH 398 cerial Ne XXX समक्ष, रिटर्निंग आफिसर, 377, जहूराबाद विधानसभा निर्वाचन (सामान्य) - 2022 51"
uttarpradesh-2022,KAMAL_DUTT_SHARMA__258.pdf,empty_const,KAMAL DUTT SHARMA,,,KAMAL DUTT SHARMA,Meerut,Bharatiya Janata Party,258,6444,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,KAMESHWAR_ALIAS_KISHAN_DIXIT__13331.pdf,empty_const,Natehhed Singh,,,KAMESHWAR ALIAS KISHAN DIXIT,Varanasi South,Samajwadi Party,13331,3991,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,KAMLESH_CHANDRA_DIWAKAR__2328.pdf,empty_const,Kamlesh Chandra Diwakar,,,KAMLESH CHANDRA DIWAKAR,Rasulabad,Samajwadi Party,2328,5190,                                                                                                                                                                                                                                                                        WANM                                
uttarpradesh-2022,KESHAV_PRASAD_MAURYA__8658.pdf,both_empty,,,,KESHAV PRASAD MAURYA,Sirathu,Bharatiya Janata Party,8658,0,               
uttarpradesh-2022,KIRAN_VERMA__4561.pdf,raw,,,,KIRAN VERMA,Naraini,Samajwadi Party,4561,15159,भारतीय गैर न्यायिक एक सौ रुपये रु.100 Rs. 100 ONE HUNDRED RUPEES CTAR) Advocate K. Baside (U.P.) APHAY TRIPATIE No-0498/2012 でりま 9 to 23 GOVT 100% सत्यमेव जयते भारत INDIA 00100 00100100 100100 100100100100 0100100100 00100100100100100 INDIA NON JUDICIAL उत्तर प्रदेश UTTAR PRADESH प्ररूप- 26 नियम 4(क
uttarpradesh-2022,KIRTI__12500.pdf,both_empty,,,,KIRTI,Chhanbey,Samajwadi Party,12500,11708,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,KRISHNA_KUMAR_OJHA__9752.pdf,both_empty,,,,KRISHNA KUMAR OJHA,Mahasi,Samajwadi Party,9752,0,               
uttarpradesh-2022,KRISHNA_PATEL__10831.pdf,both_empty,,,,KRISHNA PATEL,Pratapgarh,Apna Dal (Kamerawadi),10831,0,         
uttarpradesh-2022,LAKHAN_SINGH_RAJPUT__3490.pdf,both_empty,,,,LAKHAN SINGH RAJPUT,Dibiyapur,Bharatiya Janata Party,3490,0,           
uttarpradesh-2022,LAL_BAHADUR__9206.pdf,both_empty,,,,LAL BAHADUR,Manjhanpur,Bharatiya Janata Party,9206,0,                  
uttarpradesh-2022,LAUTAN_PRASAD__11497.pdf,both_empty,,,,LAUTAN PRASAD,Dhanghata,Shoshit Samaj Dal,11497,0,              
uttarpradesh-2022,MADHURI_VERMA__9048.pdf,both_empty,,,,MADHURI VERMA,Nanpara,Samajwadi Party,9048,0,            
uttarpradesh-2022,MAHARAJI_PRAJAPATI__8267.pdf,both_empty,,,,MAHARAJI PRAJAPATI,Amethi,Samajwadi Party,8267,0,             
uttarpradesh-2022,MAHENDRA_NATH_YADAV__11540.pdf,both_empty,,,,MAHENDRA NATH YADAV,Basti Sadar,Samajwadi Party,11540,0,                   
uttarpradesh-2022,MAHENDRA__10619.pdf,both_empty,,,,MAHENDRA,Rasara,Suheldev Bharatiya Samaj Party,10619,0,           
uttarpradesh-2022,MAHESH_CHANDRA_GUPTA__1295.pdf,both_empty,,,,MAHESH CHANDRA GUPTA,Badaun,Bharatiya Janata Party,1295,0,
uttarpradesh-2022,MAHESH_TRIVEDI__4378.pdf,both_empty,,,,MAHESH TRIVEDI,Kidwai Nagar,Bharatiya Janata Party,4378,0,            
uttarpradesh-2022,MAMTESH_SHAKYA__3386.pdf,both_empty,,,,MAMTESH SHAKYA,Patiyali,Bharatiya Janata Party,3386,0,            
uttarpradesh-2022,MANBODH_PRASAD__11995.pdf,both_empty,,,,MANBODH PRASAD,Salempur,Suheldev Bharatiya Samaj Party,11995,0,                                    
uttarpradesh-2022,MANISHA__4565.pdf,both_empty,,,,MANISHA,Rath,Bharatiya Janata Party,4565,0,                  
uttarpradesh-2022,MANOHAR_LAL__4679.pdf,both_empty,,,,MANOHAR LAL,Mehroni,Bharatiya Janata Party,4679,0,              
uttarpradesh-2022,MANOJ_KUMAR_PANDEY__8027.pdf,both_empty,,,,MANOJ KUMAR PANDEY,Unchahar,Samajwadi Party,8027,0,
uttarpradesh-2022,MANVENDRA_PRATAP_SINGH__4785.pdf,both_empty,,,,MANVENDRA PRATAP SINGH,Jasrana,Bharatiya Janata Party,4785,0,
uttarpradesh-2022,MAN_PAL_SINGH__5647.pdf,empty_const,Vinod Kumar,,,MAN PAL SINGH,Kasganj,Samajwadi Party,5647,14212,I                                                                                                                                                                                                                                                                                                           
uttarpradesh-2022,MARIYA__10059.pdf,both_empty,,,,MARIYA,Matera,Samajwadi Party,10059,0,             
uttarpradesh-2022,MAYANKESHWAR_SHARAN_SINGH__9147.pdf,both_empty,,,,MAYANKESHWAR SHARAN SINGH,Tiloi,Bharatiya Janata Party,9147,0,          
uttarpradesh-2022,MOHAMMAD_SHAFI__7458.pdf,empty_const,V.K. Upadhayay,,,MOHAMMAD SHAFI,Kanpur Cantt.,Bahujan Samaj Party,7458,2281,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,MOHAMMAD_YUNUS__53.pdf,both_empty,,,,MOHAMMAD YUNUS,Bulandshahr,Rashtriya Lok Dal,53,0,
uttarpradesh-2022,MOHD_MUJATABA_SIDDIQUI__9200.pdf,both_empty,,,,MOHD.MUJATABA SIDDIQUI,Phulpur,Samajwadi Party,9200,0,                   
uttarpradesh-2022,MOHD_NAIM__9105.pdf,both_empty,,,,MOHD NAIM,Tiloi,Samajwadi Party,9105,0,             
uttarpradesh-2022,MOHD_TAHIR_KHAN__9570.pdf,both_empty,,,,MOHD TAHIR KHAN,Isauli,Samajwadi Party,9570,0,                       
uttarpradesh-2022,MOHHAMAD_ASLAM_RAINEE__9061.pdf,both_empty,,,,MOHHAMAD ASLAM RAINEE,Shrawasti,Samajwadi Party,9061,0,        
uttarpradesh-2022,MUKESH_SRIVASTAVA__8814.pdf,both_empty,,,,MUKESH SRIVASTAVA,Payagpur,Samajwadi Party,8814,0,            
uttarpradesh-2022,MUKESH_VERMA__2481.pdf,both_empty,,,,MUKESH VERMA,Shikohabad,Samajwadi Party,2481,0,         
uttarpradesh-2022,MUNINDRA_SHUKLA__1633.pdf,both_empty,,,,MUNINDRA SHUKLA,Bithoor,Samajwadi Party,1633,0,          
uttarpradesh-2022,NADIRA_SULTAN_ALIAS_BITIYA__5153.pdf,both_empty,,,,NADIRA SULTAN ALIAS BITIYA,Patiyali,Samajwadi Party,5153,0,                
uttarpradesh-2022,NAGENDRA_SINGH_RATHOUR__1818.pdf,empty_const,NAGENDRA SINGH,,,NAGENDRA SINGH RATHOUR,Bhojpur,Bharatiya Janata Party,1818,4376,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,NAGESH_PRATAP_SINGH_URF_CHHOTE_SARKAR__9685.pdf,both_empty,,,,NAGESH PRATAP SINGH URF CHHOTE SARKAR,Rampur Khas,Bharatiya Janata Party,9685,1937,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,NANDITA_SHUKLA__10039.pdf,both_empty,,,,NANDITA SHUKLA,Mehnaun,Samajwadi Party,10039,0,           
uttarpradesh-2022,NAND_GOPAL_GUPTA__NANDI__9882.pdf,both_empty,,,,"NAND GOPAL GUPTA ""NANDI""",Allahabad South,Bharatiya Janata Party,9882,0,                   
uttarpradesh-2022,NARENDRA_PAL_SINGH__5092.pdf,both_empty,,,,NARENDRA PAL SINGH,Bhognipur,Samajwadi Party,5092,0,         
uttarpradesh-2022,NARESH_SAINI__1241.pdf,empty_const,NARESH SAINI,,,NARESH SAINI,Behat,Bharatiya Janata Party,1241,9840,"                                                                                                                                                                                                                                                  ,,.                                                       "
uttarpradesh-2022,NEELAM_KARVARIYA__9992.pdf,both_empty,,,,NEELAM KARVARIYA,Meja,Bharatiya Janata Party,9992,0,                                                                
uttarpradesh-2022,NEELIMA_KATIYAR__6145.pdf,both_empty,,,,NEELIMA KATIYAR,Kalyanpur,Bharatiya Janata Party,6145,0,          
uttarpradesh-2022,NEERAJ_CHAUDHARY__1549.pdf,both_empty,,,,NEERAJ CHAUDHARY,Bijnor,Rashtriya Lok Dal,1549,3594,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,NEERAJ__KUSHWAHA__MAURYA__1440.pdf,empty_const,AJAY KUMAR VERMA,,,NEERAJ (KUSHWAHA) MAURYA,Jalalabad,Samajwadi Party,1440,8422,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,NIRMESH_MANGAL__12394.pdf,both_empty,,,,NIRMESH MANGAL,Maharajganj,Independent,12394,0,             
uttarpradesh-2022,NITIN_AGARWAL__6391.pdf,empty_const,Nitin Agarwal,,,NITIN AGARWAL,Hardoi,Bharatiya Janata Party,6391,18226,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,OMKUMAR__1169.pdf,both_empty,,,,OMKUMAR,Nehtaur,Bharatiya Janata Party,1169,0,
uttarpradesh-2022,OM_PRAKASH_PANDEY__10317.pdf,both_empty,,,,OM PRAKASH PANDEY,Isauli,Bharatiya Janata Party,10317,0,            
uttarpradesh-2022,OM_PRAKASH_VERMA__3848.pdf,both_empty,,,,OM PRAKASH VERMA,Shikohabad,Bharatiya Janata Party,3848,0,         
uttarpradesh-2022,PADAM_SEN_CHAUDHARY__9562.pdf,both_empty,,,,PADAM SEN CHAUDHARY,Bhinga,Bharatiya Janata Party,9562,0,          
uttarpradesh-2022,PANKAJ_GUPTA__2073.pdf,raw,,,,PANKAJ GUPTA,Unnao,Bharatiya Janata Party,2073,3593,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,PANKAJ_SINGH__93.pdf,empty_const,PANKAJ SINGH,,,PANKAJ SINGH,Noida,Bharatiya Janata Party,93,14394,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,PIYUSH_RANJAN_NISHAD__9913.pdf,empty_const,PIYUSH RANJAN NISHAD,,,PIYUSH RANJAN NISHAD,Karachhana,Bharatiya Janata Party,9913,5588,                                                                                                                     ACC Mame: Beena Deviai                                                 ACC Cedc:UP0004                                                                                                 
uttarpradesh-2022,POOJA_PAL__9367.pdf,both_empty,,,,POOJA PAL,Chail,Samajwadi Party,9367,0,                
uttarpradesh-2022,PRABHAKAR_PANDEY__4729.pdf,both_empty,,,,PRABHAKAR PANDEY,Sikandra,Samajwadi Party,4729,0,                   
uttarpradesh-2022,PRABHAT_KUMAR_VERMA__9325.pdf,both_empty,,,,PRABHAT KUMAR VERMA,Gaura,Bharatiya Janata Party,9325,0,            
uttarpradesh-2022,PRADEEP_KUMAR_SINGH__4956.pdf,both_empty,,,,PRADEEP KUMAR SINGH,Sadabad,Rashtriya Lok Dal,4956,0,             
uttarpradesh-2022,PRADEEP_KUMAR_YADAV__1784.pdf,both_empty,,,,PRADEEP KUMAR YADAV,Dibiyapur,Samajwadi Party,1784,0,                   
uttarpradesh-2022,PRATEEK_BHUSHAN_SINGH__9880.pdf,both_empty,,,,PRATEEK BHUSHAN SINGH,Gonda,Bharatiya Janata Party,9880,0,              
uttarpradesh-2022,PRATIBHA_SHUKLA__4871.pdf,both_empty,,,,PRATIBHA SHUKLA,Akbarpur - Raniya,Bharatiya Janata Party,4871,0,            
uttarpradesh-2022,PRAVEEN_PATEL__9595.pdf,both_empty,,,,PRAVEEN PATEL,Phulpur,Bharatiya Janata Party,9595,0,                           
uttarpradesh-2022,PREM_CHANDRA__10723.pdf,empty_const,PREMCHANDRA KASHYAP,,,PREM CHANDRA,Shohratgarh,Suheldev Bharatiya Samaj Party,10723,3704,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,PREM_NRAYAN_PANDEY__9319.pdf,both_empty,,,,PREM NRAYAN PANDEY,Tarabganj,Bharatiya Janata Party,9319,0,                 
uttarpradesh-2022,PREM_PAL_SINGH_DHANGAR__7988.pdf,both_empty,,,,PREM PAL SINGH DHANGAR,Tundla,Bharatiya Janata Party,7988,0,         
uttarpradesh-2022,PROF__S_P__SINGH_BAGHEL__5275.pdf,both_empty,,,,PROF. S.P. SINGH BAGHEL,Karhal,Bharatiya Janata Party,5275,0,                 
uttarpradesh-2022,PURNMASI_DEHATI__12370.pdf,both_empty,,,,PURNMASI DEHATI,Ramkola,Suheldev Bharatiya Samaj Party,12370,0,               
uttarpradesh-2022,RACHNA_SINGH_GAUTAM__5885.pdf,both_empty,,,,RACHNA SINGH GAUTAM,Bilhaur,Samajwadi Party,5885,0,                  
uttarpradesh-2022,RAFIQ_ANSARI__616.pdf,empty_const,RAFIQ ANSARI,,,RAFIQ ANSARI,Meerut,Samajwadi Party,616,2973,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAGHUNANDAN_SINGH_BHADAURIYA__7473.pdf,empty_const,SWADEHK UMAR,,,RAGHUNANDAN SINGH BHADAURIYA,Kanpur Cantt.,Bharatiya Janata Party,7473,2584,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAGHVENDRA_KUMAR_SINGH__4836.pdf,both_empty,,,,RAGHVENDRA KUMAR SINGH,Bharthana,Samajwadi Party,4836,0,            
uttarpradesh-2022,RAHUL_BACHHA__4849.pdf,both_empty,,,,RAHUL BACHHA,Bilhaur,Bharatiya Janata Party,4849,0,              
uttarpradesh-2022,RAHUL_PRAKASH_KOL__12827.pdf,both_empty,,,,RAHUL PRAKASH KOL,Chhanbey,Apna Dal (Soneylal),12827,0,
uttarpradesh-2022,RAISH_CHANDRA_SHUKLA__9956.pdf,both_empty,,,,RAISH CHANDRA SHUKLA,Allahabad South,Samajwadi Party,9956,0,               
uttarpradesh-2022,RAJEEV_SINGH___PARICHHA__2034.pdf,both_empty,,,,RAJEEV SINGH ''PARICHHA'',Babina,Bharatiya Janata Party,2034,0,                    
uttarpradesh-2022,RAJENDRA_KUMAR__10942.pdf,both_empty,,,,RAJENDRA KUMAR,Pratapgarh,Bharatiya Janata Party,10942,0,                 
uttarpradesh-2022,RAJENDRA_PRATAP_SINGH_URF_MOTI__9056.pdf,both_empty,,,,RAJENDRA PRATAP SINGH URF MOTI,Patti,Bharatiya Janata Party,9056,0,                          
uttarpradesh-2022,RAJESH_KUMAR_AGARWAL__1279.pdf,both_empty,,,,RAJESH KUMAR AGARWAL,Bareilly,Samajwadi Party,1279,0,
uttarpradesh-2022,RAJESH_KUMAR_GAUTAM__9587.pdf,both_empty,,,,RAJESH KUMAR GAUTAM,Kadipur,Bharatiya Janata Party,9587,0,                 
uttarpradesh-2022,RAJKUMAR_SAHYOGI__534.pdf,empty_const,Avinash,,,RAJKUMAR SAHYOGI,Iglas,Bharatiya Janata Party,534,12161,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAJMANI__10312.pdf,both_empty,,,,RAJMANI,Koraon,Bharatiya Janata Party,10312,0,              
uttarpradesh-2022,RAJ_PRASAD_UPADHYAY__10343.pdf,both_empty,,,,RAJ PRASAD UPADHYAY,Sadar,Bharatiya Janata Party,10343,0,                
uttarpradesh-2022,RAKESH_BABU__4763.pdf,both_empty,,,,RAKESH BABU,Tundla,Samajwadi Party,4763,0,                         
uttarpradesh-2022,RAKESH_KUMAR_GOSWAMI__4473.pdf,both_empty,,,,RAKESH KUMAR GOSWAMI,Mahoba,Bharatiya Janata Party,4473,15511,"                                                                                                                                                                                                                  Zs""lz--                                                                                   "
uttarpradesh-2022,RAKESH_KUMAR_VERMA_ALIAS_DR__R__K__VERMA__10240.pdf,both_empty,,,,RAKESH KUMAR VERMA ALIAS DR. R. K. VERMA,Raniganj,Samajwadi Party,10240,0,                  
uttarpradesh-2022,RAKESH_KUMAR_VERMA__9209.pdf,both_empty,,,,RAKESH KUMAR VERMA,Kursi,Samajwadi Party,9209,0,                                   
uttarpradesh-2022,RAKESH_PANDEY__10448.pdf,raw,,,,RAKESH PANDEY,Jalalpur,Samajwadi Party,10448,33748,04-Feb-2022 00PMO सत्यमेव जयते INDIA NON JUDICIAL Government of Uttar Pradesh e-Stamp शम्भू. अम्बेडकर न (स्टाम्प विक्र ला०नं० 73 अकबरपुर- 210 Certificate No. Certificate Issued Date Account Reference Unique Doc. Reference Purchased by Description of Document Property Description : IN-UP1730061100109
uttarpradesh-2022,RAKESH_PRATAP_SINGH__11235.pdf,both_empty,,,,RAKESH PRATAP SINGH,Gauriganj,Samajwadi Party,11235,0,                
uttarpradesh-2022,RAKESH_SACHAN__5482.pdf,both_empty,,,,RAKESH SACHAN,Bhognipur,Bharatiya Janata Party,5482,0,                       
uttarpradesh-2022,RAMAKANT_YADAV__12077.pdf,both_empty,,,,RAMAKANT YADAV,Phoolpur-Pawai,Samajwadi Party,12077,0,
uttarpradesh-2022,RAMA_SHANKAR_SINGH__12481.pdf,empty_const,R.S. Singh Patel,,BJP,RAMA SHANKAR SINGH,Marihan,Bharatiya Janata Party,12481,4378,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAMBALI_VERMA__6124.pdf,both_empty,,,,RAMBALI VERMA,Balamau,Samajwadi Party,6124,14657,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAMBHUAL_NISHAD__12204.pdf,both_empty,,,,RAMBHUAL NISHAD,Rudrapur,Samajwadi Party,12204,8705,--I                                                                                                                                                                                                                                                                                                         
uttarpradesh-2022,RAMDEV_NIDAR__10255.pdf,both_empty,,,,RAMDEV NIDAR,Koraon,Samajwadi Party,10255,0,          
uttarpradesh-2022,RAMESH_CHANDRA_GAUTAM__10112.pdf,both_empty,,,,RAMESH CHANDRA GAUTAM,Mankapur,Samajwadi Party,10112,0,             
uttarpradesh-2022,RAMESH__12956.pdf,both_empty,,,,RAMESH,Shahganj,Nirbal Indian Shoshit Hamara Aam Dal,12956,0,
uttarpradesh-2022,RAMJEEVAN__7733.pdf,both_empty,,,,RAMJEEVAN,Charkhari,Samajwadi Party,7733,0,             
uttarpradesh-2022,RAMPAL_VERMA__6922.pdf,empty_const,TrrTqfd qql qrq qnggq,,,RAMPAL VERMA,Balamau,Bharatiya Janata Party,6922,13238,                                                                                                                                                                                                                                                                                                            
uttarpradesh-2022,RAMRATAN_KUSHWAHA__4877.pdf,both_empty,,,,RAMRATAN KUSHWAHA,Lalitpur,Bharatiya Janata Party,4877,0,              
uttarpradesh-2022,RAMVEER_UPADHYAY__4682.pdf,both_empty,,,,RAMVEER UPADHYAY,Sadabad,Bharatiya Janata Party,4682,0,                          
uttarpradesh-2022,RAM_BHAJAN_CHAUBEY__9540.pdf,both_empty,,,,RAM BHAJAN CHAUBEY,Tarabganj,Samajwadi Party,9540,0,             
uttarpradesh-2022,RAM_CHANDRA_YADAV__9871.pdf,both_empty,,,,RAM CHANDRA YADAV,Rudauli,Bharatiya Janata Party,9871,1674,                                                                                                                NOtarv Stamp Aftixed Rs. 10-(n                                                                                                                                                              
uttarpradesh-2022,RAM_FERAN__9165.pdf,both_empty,,,,RAM FERAN,Shrawasti,Bharatiya Janata Party,9165,0,          
